Width,Height,Icing Thickness,Flavour,Wedding,Fancy,Price
7,7,10,strawberry,No,Somewhat,11.37
10,7,11,chocolate,No,Somewhat,33.7
8,5,11,vanilla,No,Somewhat,12.52
12,10,5,vanilla,Yes,No,20.83
12,10,10,strawberry,No,Somewhat,38.88
8,12,8,lemon,Yes,No,20.97
7,7,5,lemon,No,Somewhat,21.58
10,8,7,vanilla,No,Somewhat,28.98
10,8,9,vanilla,No,No,17.9
13,10,11,lemon,No,No,66.03
13,7,4,chocolate,No,No,78.83
9,8,8,vanilla,No,Very,24.81
10,7,10,vanilla,No,Somewhat,30.5
6,5,8,vanilla,No,Very,9.45
11,7,4,chocolate,No,Very,37.4
11,6,10,chocolate,No,No,27.33
11,6,10,vanilla,No,No,17.14
12,10,7,strawberry,Yes,Somewhat,41.99
11,6,11,chocolate,No,Somewhat,25.88
10,4,9,vanilla,No,Somewhat,15.52
12,12,5,strawberry,Yes,Somewhat,57.86
9,7,8,vanilla,No,Somewhat,28.98
12,8,6,chocolate,No,Somewhat,72.95
9,8,9,lemon,No,No,37.46
4,7,8,vanilla,No,Somewhat,7.46
8,10,9,chocolate,No,Somewhat,20.16
6,8,8,strawberry,No,Somewhat,14.31
6,6,10,vanilla,No,Very,8.06
7,7,9,vanilla,No,No,9.66
7,7,9,chocolate,No,Very,11.39
4,6,7,lemon,No,Very,5.11
8,7,8,chocolate,No,No,15.59
7,8,7,chocolate,No,No,25.99
9,6,10,vanilla,No,Very,18.71
7,4,6,chocolate,No,No,10.62
7,6,9,chocolate,No,Somewhat,11.57
10,8,8,strawberry,No,Somewhat,36.15
7,10,10,chocolate,No,Somewhat,16.17
9,5,8,vanilla,No,Somewhat,25.69
8,6,10,chocolate,No,No,11.09
7,8,9,vanilla,No,No,19.21
10,6,6,vanilla,No,Very,21.49
8,8,11,marzipan,No,Somewhat,18.47
7,5,5,lemon,No,No,13.45
12,7,7,lemon,No,Somewhat,81.9
14,9,11,chocolate,No,Somewhat,58.01
7,10,8,lemon,No,No,22.04
10,11,7,chocolate,Yes,Somewhat,34.17
8,6,6,vanilla,No,No,15.88
11,7,8,chocolate,No,Somewhat,48.16
6,7,8,chocolate,No,Somewhat,10.84
6,5,8,chocolate,No,Very,10.02
8,5,10,vanilla,No,No,11.98
6,13,6,lemon,Yes,Somewhat,25.2
7,10,8,vanilla,No,Somewhat,17.71
13,7,8,chocolate,No,No,60.18
7,5,8,marzipan,No,Somewhat,10.52
13,9,8,strawberry,No,Somewhat,106.87
12,8,4,vanilla,No,Somewhat,66.7
8,9,11,chocolate,No,No,15.61
11,6,7,vanilla,No,No,23.46
13,7,9,marzipan,No,Somewhat,57.87
11,7,7,vanilla,No,No,30.64
11,6,5,vanilla,No,Very,46.05
8,8,9,vanilla,No,No,19.73
10,6,7,chocolate,No,No,25.96
8,9,10,marzipan,No,Somewhat,18.98
8,11,7,chocolate,Yes,Somewhat,35.88
7,9,9,chocolate,Yes,Somewhat,8.96
8,10,8,chocolate,Yes,Somewhat,23.16
10,10,10,vanilla,No,Somewhat,38.59
6,8,11,vanilla,No,No,6.37
10,7,9,chocolate,No,No,23.76
11,5,9,lemon,No,Somewhat,21.52
11,7,12,vanilla,No,No,15.16
8,9,9,chocolate,No,Somewhat,24.15
7,7,5,chocolate,No,Somewhat,22.87
6,4,9,vanilla,No,Very,4.06
8,11,7,marzipan,Yes,Somewhat,35.32
6,10,7,vanilla,Yes,Very,16.79
7,7,6,chocolate,No,Somewhat,20.4
13,9,12,vanilla,No,No,39.89
9,7,8,vanilla,No,No,24.46
7,7,6,vanilla,No,No,19.42
9,8,6,marzipan,No,Somewhat,55.7
5,5,6,lemon,No,Very,10.01
10,5,6,chocolate,No,Somewhat,43.82
12,7,9,chocolate,No,Somewhat,54.82
10,6,7,vanilla,No,Somewhat,29.06
11,8,12,chocolate,No,No,30.0
5,6,6,strawberry,No,Somewhat,10.11
5,8,8,marzipan,No,Somewhat,8.6
10,4,10,chocolate,No,Somewhat,13.79
8,6,5,chocolate,No,Somewhat,22.62
9,5,6,vanilla,No,No,18.35
12,6,7,strawberry,No,Somewhat,46.76
7,7,8,vanilla,No,No,19.49
10,7,10,chocolate,No,Somewhat,27.64
7,6,8,chocolate,No,Somewhat,15.47
9,6,9,strawberry,No,No,13.61
14,12,7,chocolate,Yes,Somewhat,113.54
10,8,9,chocolate,No,Very,27.9
7,7,5,vanilla,No,Very,17.2
13,8,8,vanilla,No,Very,71.65
9,7,9,vanilla,No,Somewhat,25.5
9,8,9,strawberry,No,Somewhat,21.97
4,6,5,vanilla,No,Very,5.29
13,9,9,vanilla,No,No,47.72
6,7,7,lemon,No,Somewhat,16.25
6,8,8,lemon,No,No,13.24
8,5,4,vanilla,No,No,12.94
14,10,9,vanilla,No,No,54.82
11,10,6,coffee,Yes,No,47.12
5,7,8,chocolate,No,Somewhat,9.35
12,8,7,marzipan,No,Somewhat,72.95
5,7,8,vanilla,No,No,8.4
8,6,7,chocolate,No,Somewhat,21.43
11,9,8,marzipan,No,Very,46.66
7,9,7,marzipan,No,Somewhat,26.49
9,7,7,chocolate,No,No,35.78
13,13,7,vanilla,Yes,Somewhat,77.31
10,9,7,vanilla,No,Somewhat,70.25
12,9,5,chocolate,No,Somewhat,58.86
6,9,9,vanilla,Yes,Very,13.78
8,5,5,marzipan,No,Somewhat,13.72
6,6,5,strawberry,No,Somewhat,13.31
8,11,7,chocolate,Yes,Somewhat,43.93
10,9,8,chocolate,No,Somewhat,32.11
12,9,10,strawberry,No,No,34.91
9,5,4,chocolate,No,Somewhat,18.82
8,5,7,vanilla,No,Very,13.74
8,10,6,strawberry,No,Somewhat,40.7
11,6,10,vanilla,No,Somewhat,23.68
4,6,7,lemon,No,No,3.21
9,7,10,vanilla,No,Somewhat,19.02
8,6,6,vanilla,No,Somewhat,23.28
10,11,4,vanilla,Yes,Somewhat,35.48
13,7,8,chocolate,No,Very,57.02
7,4,11,raspberry,No,Somewhat,7.52
6,10,10,chocolate,Yes,No,5.62
6,8,5,chocolate,No,No,21.17
11,9,12,strawberry,No,Somewhat,31.56
7,8,7,strawberry,No,No,20.61
12,6,7,chocolate,No,Somewhat,46.82
9,7,6,vanilla,No,No,25.17
10,10,11,chocolate,No,Somewhat,33.36
12,5,5,chocolate,No,Somewhat,54.58
9,7,7,vanilla,No,Somewhat,20.05
12,11,8,chocolate,Yes,No,26.53
10,8,12,chocolate,No,Somewhat,17.41
11,5,11,vanilla,No,No,17.25
10,5,4,chocolate,No,Somewhat,37.25
7,5,11,vanilla,No,Somewhat,4.66
6,5,7,vanilla,No,Somewhat,7.6
7,9,5,vanilla,No,Somewhat,24.25
13,7,9,lemon,No,No,49.9
8,4,12,vanilla,No,Somewhat,5.59
5,11,4,vanilla,Yes,Somewhat,8.5
8,9,7,chocolate,No,No,33.06
5,8,8,vanilla,No,Somewhat,10.56
12,9,10,vanilla,Yes,Somewhat,30.66
14,10,8,chocolate,No,No,70.42
6,6,7,vanilla,No,Somewhat,9.86
6,6,7,chocolate,No,No,6.71
4,5,11,chocolate,No,Somewhat,3.96
8,13,6,vanilla,Yes,Very,70.8
10,8,8,lemon,No,No,44.58
8,6,8,chocolate,No,Somewhat,21.54
12,13,8,vanilla,Yes,Somewhat,93.17
11,6,7,vanilla,No,No,28.16
13,6,7,vanilla,No,No,58.23
12,9,8,lemon,Yes,Very,68.42
10,10,8,vanilla,No,Very,38.21
12,8,11,chocolate,No,Somewhat,45.8
10,5,10,vanilla,No,No,20.12
11,6,9,strawberry,No,No,26.04
10,4,8,vanilla,No,No,10.29
11,5,9,vanilla,No,No,29.11
11,7,8,vanilla,No,Somewhat,49.08
6,7,10,vanilla,No,No,4.65
11,9,9,lemon,No,Very,45.78
9,4,8,vanilla,No,Very,9.3
7,9,4,strawberry,No,No,16.55
12,7,6,chocolate,No,Very,53.89
5,7,7,vanilla,No,Somewhat,10.48
6,11,4,chocolate,Yes,Somewhat,14.78
11,7,10,vanilla,No,Somewhat,35.11
7,5,6,chocolate,No,Very,11.74
6,4,7,chocolate,No,No,6.53
11,8,4,chocolate,No,Somewhat,42.86
12,10,5,vanilla,No,Somewhat,85.89
13,8,9,vanilla,No,Somewhat,45.73
14,10,7,vanilla,No,Somewhat,111.42
8,10,4,vanilla,No,No,28.78
10,6,7,chocolate,No,Somewhat,41.86
6,6,9,lemon,No,No,9.33
13,10,6,lemon,No,Somewhat,110.56
12,9,10,chocolate,No,Somewhat,74.65
5,4,7,lemon,No,Somewhat,5.64
11,5,12,chocolate,No,Somewhat,11.88
8,8,9,chocolate,No,Somewhat,18.94
12,11,4,vanilla,Yes,No,14.39
14,9,10,vanilla,No,Somewhat,58.83
10,9,9,lemon,No,Somewhat,38.01
11,10,9,chocolate,Yes,Very,50.87
10,6,9,chocolate,No,No,31.8
9,14,12,chocolate,Yes,No,12.78
11,7,10,strawberry,No,Somewhat,28.51
12,7,9,strawberry,No,No,38.59
12,14,9,lemon,Yes,Somewhat,106.0
5,6,12,coffee,No,Somewhat,6.04
12,8,10,strawberry,No,Somewhat,41.0
6,5,11,chocolate,No,Somewhat,5.46
9,6,10,strawberry,No,No,18.14
13,12,8,chocolate,Yes,Somewhat,83.28
11,5,4,strawberry,No,Somewhat,36.9
11,8,7,chocolate,No,Somewhat,39.45
13,9,8,chocolate,No,No,48.54
11,7,11,vanilla,No,Somewhat,27.92
9,12,7,strawberry,Yes,Somewhat,42.57
7,10,6,chocolate,No,Somewhat,30.48
13,7,4,chocolate,No,Somewhat,56.54
13,8,6,strawberry,No,Somewhat,95.76
7,11,10,strawberry,Yes,Very,21.03
9,7,5,marzipan,No,Somewhat,46.02
13,8,6,vanilla,No,Very,85.68
12,8,8,lemon,No,Very,46.08
10,8,5,marzipan,No,No,32.44
8,4,7,strawberry,No,No,12.67
11,10,8,chocolate,No,No,43.78
5,5,8,chocolate,No,No,5.05
12,14,8,chocolate,Yes,Somewhat,103.68
5,5,12,vanilla,No,Very,3.19
6,8,6,strawberry,No,Somewhat,25.43
10,8,12,chocolate,No,Somewhat,28.34
10,7,7,chocolate,No,Somewhat,31.54
7,8,8,lemon,No,Somewhat,23.35
4,5,9,vanilla,No,Very,3.06
8,9,8,vanilla,Yes,No,7.02
7,5,9,vanilla,No,Very,6.15
7,9,10,vanilla,No,No,9.2
5,8,11,chocolate,No,Somewhat,7.55
13,10,8,vanilla,No,Somewhat,74.45
7,7,12,chocolate,No,Very,11.93
8,7,10,vanilla,No,Somewhat,16.56
10,5,6,chocolate,No,No,19.6
11,9,11,marzipan,No,Somewhat,26.04
7,7,8,marzipan,No,Somewhat,22.72
12,11,9,lemon,Yes,No,35.14
9,6,7,vanilla,No,Somewhat,23.52
5,6,9,chocolate,No,Somewhat,5.11
10,5,9,chocolate,No,Somewhat,15.97
14,7,9,vanilla,No,No,34.55
7,7,10,chocolate,No,Very,10.08
9,10,9,vanilla,Yes,Very,32.79
6,5,9,raspberry,No,Somewhat,6.08
11,5,7,vanilla,No,Somewhat,44.5
9,7,11,lemon,No,Somewhat,25.34
7,5,10,chocolate,No,Very,9.9
9,6,4,chocolate,No,No,29.14
11,11,7,vanilla,Yes,No,16.55
11,8,6,strawberry,No,No,53.46
9,8,5,strawberry,No,No,20.7
9,5,8,lemon,No,Very,22.74
6,6,8,chocolate,No,No,10.28
11,8,6,lemon,No,Somewhat,81.23
10,13,7,vanilla,Yes,No,29.26
12,7,10,lemon,No,Very,47.08
11,10,10,lemon,No,Somewhat,52.19
7,5,10,strawberry,No,Somewhat,11.66
6,4,10,vanilla,No,No,2.8
14,9,7,vanilla,No,Somewhat,104.66
10,9,7,vanilla,Yes,No,13.64
13,11,5,vanilla,Yes,No,33.93
6,9,9,vanilla,No,Somewhat,14.34
12,9,9,chocolate,No,Somewhat,54.56
6,5,11,chocolate,No,Very,3.9
13,10,4,vanilla,No,Somewhat,94.92
10,5,5,vanilla,No,No,18.04
7,12,9,lemon,Yes,No,9.9
6,8,6,chocolate,No,No,12.46
5,6,10,lemon,No,Somewhat,7.3
12,7,8,chocolate,No,Somewhat,36.22
5,6,8,chocolate,No,No,8.58
10,7,8,chocolate,No,Somewhat,30.33
5,7,11,chocolate,No,No,4.64
7,11,4,chocolate,Yes,Somewhat,14.47
4,6,11,vanilla,No,Somewhat,3.12
9,11,4,vanilla,Yes,Somewhat,21.58
8,9,10,vanilla,No,Somewhat,28.13
9,6,7,chocolate,No,Somewhat,33.82
9,8,10,chocolate,No,No,21.22
7,6,6,chocolate,No,Somewhat,19.01
9,5,9,strawberry,No,Somewhat,22.12
8,6,9,strawberry,No,No,10.39
12,7,11,vanilla,No,No,27.3
11,8,10,chocolate,No,No,44.68
8,6,8,chocolate,No,No,13.16
11,11,8,vanilla,Yes,Somewhat,44.77
10,4,6,vanilla,No,No,19.49
12,7,7,marzipan,No,Very,59.46
7,7,5,chocolate,No,Somewhat,23.42
10,10,5,lemon,No,No,63.38
5,6,5,chocolate,No,No,7.19
12,5,8,vanilla,No,No,31.28
9,7,4,lemon,No,Somewhat,35.51
10,5,11,vanilla,No,Somewhat,11.69
7,8,9,vanilla,No,No,16.67
5,7,8,vanilla,No,No,4.98
7,7,11,vanilla,No,No,8.4
8,10,9,vanilla,No,Somewhat,34.39
9,8,8,vanilla,No,Very,23.54
6,7,10,chocolate,No,Somewhat,10.67
13,12,10,chocolate,Yes,Somewhat,48.64
4,6,9,vanilla,No,Somewhat,2.77
12,8,9,chocolate,No,No,43.09
7,8,4,lemon,No,No,14.26
14,9,10,vanilla,No,Somewhat,68.28
13,7,9,vanilla,No,No,45.58
8,4,7,chocolate,No,No,12.0
4,6,7,vanilla,No,Somewhat,5.24
12,9,7,chocolate,No,No,89.54
10,5,5,chocolate,No,Very,20.33
11,4,8,lemon,No,Somewhat,19.72
10,8,10,chocolate,No,Somewhat,40.22
10,13,9,lemon,Yes,Somewhat,45.16
9,9,6,vanilla,No,Somewhat,46.24
10,10,10,vanilla,No,No,37.69
12,8,11,chocolate,No,No,34.32
9,7,4,vanilla,No,Somewhat,32.09
9,6,8,chocolate,No,Somewhat,21.3
13,12,7,chocolate,Yes,Somewhat,88.0
6,8,10,chocolate,No,No,12.26
11,6,7,chocolate,No,Somewhat,46.2
7,4,10,vanilla,No,Very,6.17
9,6,6,chocolate,No,Very,31.25
12,6,4,vanilla,No,Somewhat,44.39
10,5,5,chocolate,No,Somewhat,40.15
12,6,6,lemon,No,Somewhat,61.53
8,7,8,strawberry,No,Somewhat,19.61
6,9,10,chocolate,Yes,Very,13.29
7,7,6,chocolate,No,Somewhat,19.86
11,5,11,vanilla,No,Somewhat,20.06
12,8,7,lemon,No,Somewhat,94.59
9,5,6,strawberry,No,Very,26.4
7,12,8,vanilla,Yes,Somewhat,29.45
8,5,7,chocolate,No,No,18.09
4,5,7,strawberry,No,No,5.96
6,6,9,strawberry,No,No,10.21
6,4,8,strawberry,No,No,4.77
10,8,7,strawberry,No,Somewhat,28.44
10,10,7,vanilla,Yes,Somewhat,34.56
6,7,4,vanilla,No,No,12.3
8,8,9,chocolate,No,No,15.28
13,7,9,coffee,No,Somewhat,69.62
10,7,9,lemon,No,Very,44.65
5,7,9,vanilla,No,Somewhat,8.52
8,4,10,marzipan,No,Somewhat,8.48
13,8,10,chocolate,No,Somewhat,43.84
6,7,7,vanilla,No,Somewhat,10.5
10,8,7,strawberry,No,No,29.05
11,6,9,vanilla,No,No,27.44
11,8,12,chocolate,No,No,23.09
8,6,7,vanilla,No,Somewhat,25.4
8,14,10,lemon,Yes,Somewhat,37.09
8,8,10,vanilla,No,Somewhat,23.56
14,10,7,chocolate,No,Very,123.42
10,11,5,chocolate,Yes,Somewhat,60.48
7,8,6,vanilla,No,No,13.86
7,10,9,chocolate,No,Very,13.33
9,8,12,lemon,No,Very,16.85
7,7,6,vanilla,No,Very,11.23
5,7,5,chocolate,No,No,10.57
11,6,8,chocolate,No,Somewhat,46.98
10,9,6,vanilla,No,Somewhat,55.88
7,5,8,chocolate,No,No,10.97
9,5,10,chocolate,No,Somewhat,20.66
13,7,7,vanilla,No,Somewhat,57.74
9,9,8,vanilla,No,Somewhat,23.3
9,8,12,strawberry,No,Somewhat,14.58
10,6,12,vanilla,No,Very,16.63
4,10,9,chocolate,Yes,Somewhat,5.82
5,6,10,chocolate,No,Very,6.38
8,5,8,vanilla,No,Somewhat,21.89
5,7,11,strawberry,No,Somewhat,6.84
10,9,11,chocolate,No,Somewhat,32.04
10,5,7,chocolate,No,Somewhat,24.95
10,4,6,chocolate,No,Somewhat,35.2
8,9,10,chocolate,No,Very,21.85
12,7,7,coffee,No,No,53.89
12,9,9,vanilla,No,Somewhat,70.02
10,7,11,vanilla,No,No,19.49
8,7,9,vanilla,No,Somewhat,22.53
7,7,4,vanilla,No,Very,15.21
8,5,6,vanilla,No,Somewhat,21.28
8,6,4,chocolate,No,Somewhat,15.04
9,6,5,chocolate,No,Somewhat,28.18
11,8,5,vanilla,No,No,37.9
10,7,12,chocolate,No,Very,13.42
14,7,8,strawberry,No,Somewhat,55.56
13,9,9,strawberry,No,Very,69.72
9,8,8,vanilla,No,No,36.29
13,9,8,vanilla,No,Somewhat,55.19
8,5,12,vanilla,No,No,6.78
7,4,5,strawberry,No,No,7.82
12,7,7,chocolate,No,Somewhat,87.61
12,8,6,marzipan,No,No,55.25
8,9,9,strawberry,No,No,20.72
13,9,9,chocolate,No,Somewhat,48.01
6,5,7,vanilla,No,No,9.41
9,7,9,marzipan,No,Somewhat,18.14
11,11,9,vanilla,Yes,No,10.52
8,7,11,chocolate,No,Very,10.33
11,4,8,chocolate,No,No,21.52
11,11,10,vanilla,Yes,No,20.18
6,11,7,lemon,Yes,No,12.33
8,7,5,lemon,No,Somewhat,20.34
6,8,4,vanilla,No,Somewhat,10.33
11,9,12,vanilla,No,No,27.59
10,11,8,raspberry,Yes,Somewhat,30.33
12,6,6,vanilla,No,Very,41.14
7,9,7,lemon,No,Somewhat,28.32
9,5,8,vanilla,No,Somewhat,18.5
7,7,6,vanilla,No,Very,18.37
14,7,10,vanilla,No,No,39.48
13,6,8,lemon,No,No,49.01
13,7,9,vanilla,No,Somewhat,39.88
5,11,4,lemon,Yes,Somewhat,13.25
12,7,6,chocolate,No,Somewhat,53.57
8,5,12,chocolate,No,No,6.28
9,6,12,marzipan,No,Somewhat,12.34
9,9,10,chocolate,Yes,No,6.67
9,9,7,vanilla,No,No,26.21
13,8,10,vanilla,No,Very,43.68
7,5,9,chocolate,No,No,8.96
7,5,11,chocolate,No,No,6.5
8,7,7,lemon,No,Somewhat,35.32
10,7,11,chocolate,No,Somewhat,21.0
11,12,7,vanilla,Yes,No,26.51
8,8,7,lemon,No,Somewhat,29.78
11,9,10,lemon,No,Somewhat,35.97
7,9,7,strawberry,No,Somewhat,21.63
4,5,9,vanilla,No,No,3.4
14,8,9,vanilla,No,No,49.42
8,7,10,lemon,No,Very,13.82
10,4,11,lemon,No,No,17.88
6,6,11,marzipan,No,Somewhat,4.93
12,9,7,vanilla,No,Somewhat,74.05
6,7,12,strawberry,No,Somewhat,7.58
11,6,8,marzipan,No,No,29.08
9,8,5,coffee,No,Somewhat,41.28
8,7,10,vanilla,No,Very,8.77
12,8,7,vanilla,No,No,37.62
8,6,9,vanilla,No,Somewhat,20.11
12,10,7,marzipan,No,Somewhat,62.86
11,9,10,chocolate,No,No,40.71
7,6,8,chocolate,No,Somewhat,14.3
7,5,11,marzipan,No,No,8.26
9,4,10,vanilla,No,Somewhat,16.08
14,10,8,chocolate,No,Somewhat,131.64
7,8,6,marzipan,No,No,12.67
6,7,7,chocolate,No,Somewhat,20.74
10,9,6,chocolate,No,No,54.48
12,9,10,lemon,No,No,46.26
10,11,12,strawberry,Yes,Somewhat,22.87
5,8,8,strawberry,No,Very,6.21
10,7,9,chocolate,No,Somewhat,29.65
10,10,9,vanilla,No,No,22.15
4,5,8,chocolate,No,No,4.68
9,7,7,strawberry,No,Somewhat,39.57
9,10,11,vanilla,Yes,Somewhat,15.36
8,8,9,vanilla,No,Somewhat,18.1
9,10,9,vanilla,Yes,No,9.26
8,8,6,chocolate,No,Somewhat,27.81
7,7,4,marzipan,No,Somewhat,13.86
10,9,7,chocolate,No,Somewhat,58.71
4,5,9,vanilla,No,No,2.73
7,6,5,chocolate,No,Somewhat,16.73
12,9,9,chocolate,No,Somewhat,86.96
10,6,6,vanilla,No,Somewhat,42.48
8,7,11,vanilla,No,Very,14.43
7,9,8,chocolate,No,Somewhat,16.38
8,8,10,chocolate,No,Somewhat,22.03
10,6,8,chocolate,No,Somewhat,44.77
10,8,12,vanilla,No,Very,10.19
6,6,11,chocolate,No,No,4.18
7,7,8,chocolate,No,Somewhat,18.82
11,9,10,vanilla,No,Somewhat,57.45
7,8,9,marzipan,No,Somewhat,11.91
11,7,10,chocolate,No,No,20.18
5,7,9,marzipan,No,Somewhat,6.93
8,6,6,vanilla,No,Somewhat,20.74
11,9,9,lemon,No,No,55.34
7,9,8,lemon,Yes,Somewhat,21.62
12,6,7,lemon,No,Very,51.6
12,9,9,chocolate,No,Somewhat,45.88
4,6,11,chocolate,No,No,3.82
11,7,4,strawberry,No,No,44.14
10,10,9,chocolate,No,Somewhat,43.84
5,5,9,vanilla,No,Very,6.19
4,5,11,vanilla,No,Somewhat,2.85
13,11,12,vanilla,Yes,No,12.67
6,6,8,lemon,No,Somewhat,15.42
9,6,7,vanilla,No,Somewhat,24.21
10,8,6,chocolate,No,No,44.6
10,5,7,chocolate,No,No,32.01
4,10,5,chocolate,Yes,Somewhat,7.51
9,9,10,chocolate,No,No,26.75
11,6,11,vanilla,No,Somewhat,26.42
4,7,4,chocolate,No,Very,2.76
9,5,8,vanilla,No,No,18.28
10,12,9,chocolate,Yes,No,10.03
11,7,9,vanilla,No,Somewhat,38.17
10,7,5,vanilla,No,Somewhat,50.9
9,7,10,lemon,No,Somewhat,35.76
9,8,12,vanilla,No,Very,9.17
12,7,7,lemon,No,Somewhat,58.85
9,7,8,vanilla,No,No,34.68
14,10,6,chocolate,No,No,71.1
7,7,9,strawberry,No,No,7.8
11,8,4,chocolate,No,No,31.36
8,10,4,vanilla,No,Somewhat,22.86
7,8,5,chocolate,No,Very,12.67
7,13,10,vanilla,Yes,Somewhat,22.7
13,9,10,lemon,No,Somewhat,73.2
4,9,8,vanilla,Yes,No,1.08
12,8,7,coffee,No,Somewhat,80.1
9,7,8,chocolate,No,Somewhat,25.34
6,8,9,lemon,No,No,10.82
10,5,9,vanilla,No,No,22.05
12,6,6,marzipan,No,Somewhat,34.56
5,6,6,chocolate,No,Somewhat,9.97
5,7,9,lemon,No,No,11.21
9,7,5,chocolate,No,Somewhat,36.94
11,13,10,vanilla,Yes,Somewhat,43.24
6,8,8,chocolate,No,No,8.24
11,8,5,chocolate,No,Somewhat,83.38
7,6,7,chocolate,No,Very,12.82
10,7,10,lemon,No,No,25.09
8,12,12,lemon,Yes,Somewhat,17.1
11,4,4,chocolate,No,No,32.52
11,12,10,vanilla,Yes,No,26.3
9,6,10,chocolate,No,No,14.14
8,9,6,vanilla,Yes,Somewhat,27.22
11,11,5,vanilla,Yes,Somewhat,50.43
6,4,11,lemon,No,Somewhat,4.39
6,8,4,chocolate,No,No,10.48
8,7,4,raspberry,No,No,19.4
14,12,10,chocolate,Yes,No,41.61
12,7,7,chocolate,No,No,50.29
7,6,7,chocolate,No,No,15.23
4,4,7,vanilla,No,Somewhat,4.03
11,5,10,vanilla,No,Somewhat,20.46
9,6,12,vanilla,No,Somewhat,15.3
5,7,7,marzipan,No,Very,7.96
10,8,10,vanilla,No,Somewhat,30.47
9,5,5,vanilla,No,Somewhat,14.47
12,10,4,vanilla,Yes,Somewhat,55.73
11,9,11,strawberry,Yes,Somewhat,21.1
10,8,5,chocolate,No,No,45.3
9,9,6,vanilla,No,No,29.16
6,8,12,chocolate,No,Somewhat,6.49
10,7,12,chocolate,No,No,15.58
9,14,9,vanilla,Yes,No,12.55
6,6,7,chocolate,No,No,11.77
7,4,9,chocolate,No,Somewhat,13.17
4,7,7,chocolate,No,Somewhat,9.42
7,12,8,vanilla,Yes,Somewhat,25.14
8,8,8,lemon,No,No,32.28
7,9,9,vanilla,No,Somewhat,20.05
11,9,7,vanilla,No,No,54.8
9,5,12,chocolate,No,No,7.94
10,7,12,chocolate,No,Very,15.66
10,8,7,vanilla,No,No,44.79
9,6,9,chocolate,No,Somewhat,30.06
13,12,12,lemon,Yes,Somewhat,58.58
7,8,6,chocolate,No,Somewhat,35.2
4,5,7,vanilla,No,No,3.11
6,6,6,vanilla,No,Somewhat,16.96
12,8,11,vanilla,No,Somewhat,40.22
5,6,7,lemon,No,Somewhat,10.74
12,12,10,vanilla,Yes,Very,82.73
10,8,8,marzipan,Yes,Somewhat,16.63
12,9,9,vanilla,No,No,70.5
7,7,10,lemon,No,No,12.24
10,6,7,vanilla,No,Very,22.07
4,6,7,vanilla,No,Somewhat,3.54
8,7,11,lemon,No,Very,8.9
11,8,7,chocolate,No,Somewhat,51.68
9,10,9,lemon,No,Somewhat,50.9
12,8,12,strawberry,No,Very,28.95
12,7,5,strawberry,No,No,57.55
4,6,6,chocolate,No,Somewhat,6.0
9,7,8,chocolate,No,Somewhat,33.52
13,6,10,vanilla,No,No,29.58
7,8,6,chocolate,No,No,24.26
7,6,11,lemon,No,Somewhat,14.72
9,12,7,vanilla,Yes,No,23.22
7,6,6,vanilla,No,No,19.4
14,9,7,chocolate,No,No,71.68
11,8,7,chocolate,No,Somewhat,38.88
6,8,11,vanilla,No,Very,6.86
12,9,8,chocolate,No,Somewhat,73.96
6,8,6,chocolate,No,Very,14.02
12,14,11,chocolate,Yes,Very,58.56
10,13,6,vanilla,Yes,No,21.77
7,7,6,chocolate,No,Somewhat,15.52
10,10,7,chocolate,No,No,41.03
4,9,9,chocolate,Yes,Somewhat,3.33
8,6,7,chocolate,No,Somewhat,27.86
9,6,10,vanilla,No,Very,12.49
7,7,9,lemon,No,No,21.85
11,7,10,lemon,No,Somewhat,35.83
10,8,5,strawberry,No,Somewhat,45.79
4,4,9,strawberry,No,Somewhat,2.52
8,7,10,lemon,No,Very,15.02
9,9,9,chocolate,No,No,20.19
10,5,8,chocolate,No,No,30.86
12,8,11,lemon,No,Somewhat,49.14
11,8,6,marzipan,No,Somewhat,51.46
11,8,6,strawberry,No,No,74.0
14,9,8,marzipan,No,Somewhat,70.28
7,9,9,vanilla,No,Somewhat,15.12
8,9,11,vanilla,Yes,Somewhat,7.54
10,4,5,vanilla,No,Somewhat,26.27
6,8,9,strawberry,No,No,12.04
4,6,12,vanilla,No,Somewhat,1.9
12,8,7,lemon,No,No,80.94
10,13,6,marzipan,Yes,No,24.25
6,7,9,marzipan,No,Somewhat,14.72
9,7,12,marzipan,No,Somewhat,17.49
10,11,7,lemon,Yes,Very,76.23
11,8,4,chocolate,No,Somewhat,42.86
9,7,10,chocolate,No,No,13.42
6,7,7,strawberry,No,Somewhat,13.95
10,6,11,vanilla,No,Very,17.05
11,7,8,vanilla,No,No,52.79
5,7,8,chocolate,No,No,8.02
14,10,8,chocolate,No,Somewhat,85.8
5,6,7,vanilla,No,No,10.08
5,5,6,chocolate,No,Somewhat,9.52
8,5,10,marzipan,No,Somewhat,10.89
13,8,7,chocolate,No,No,72.09
8,5,11,lemon,No,Somewhat,10.4
13,8,11,vanilla,No,No,29.83
7,10,6,chocolate,Yes,No,6.14
6,7,8,strawberry,No,Somewhat,9.64
6,6,7,chocolate,No,Very,11.5
8,11,11,chocolate,Yes,Somewhat,19.89
8,10,5,strawberry,Yes,Somewhat,25.14
5,8,7,chocolate,No,Somewhat,12.54
10,8,7,vanilla,No,Somewhat,39.61
11,9,11,vanilla,No,Somewhat,26.11
